rank,feature,importance,importance_type,feature_group,dtype,numeric,categorical,train_rows,train_non_null,train_nulls,train_unique_values,validation_non_null,validation_nulls,validation_unique_values,train_min,train_max,train_mean,validation_min,validation_max,validation_mean,constant_feature,train_validation_schema_match,target_correlation,target_dependency_status,prediction_time_status,future_lookup_status,audit_status,notes
123,occupancy_rate_roll_count_1d,0.0047882166691124,gain,occupancy,int64,True,False,23244,23244,0,19,4980,0,20,1.0,19.0,18.298270521424882,1.0,20.0,17.778714859437752,False,True,0.07452525248862685,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
124,available_spaces_roll_max_6h,0.0047820624895393,gain,rolling,float64,True,False,23244,23244,0,2259,4980,0,988,26.0,4151.0,1094.1362071932542,-6.0,4055.0,1097.017469879518,False,True,-0.26965822373656395,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
125,available_spaces_roll_median_3h,0.0046371319331228,gain,rolling,float64,True,False,23244,23244,0,4259,4980,0,2080,-15.0,4151.0,840.3507141627947,-15.0,4055.0,790.9917670682731,False,True,-0.45592630679750135,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
126,occupancy_rate_roll_std_2h,0.0046237902715802,gain,occupancy,float64,True,False,23244,23244,0,21447,4980,0,4592,0.0,0.46743678603815003,0.04040791513853668,0.0,0.3417625592386665,0.047470685999458986,False,True,0.4421148046728306,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
127,occupancy_rate_roll_median_6h,0.0046037044376134,gain,occupancy,float64,True,False,23244,23244,0,12947,4980,0,3806,0.0,1.0,0.40703051717618666,0.007886435331230283,1.0,0.44223215366045904,False,True,0.8801049618937833,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
128,available_spaces_lag_1d,0.004499876871705,gain,lag,float64,True,False,23244,21816,1428,3058,4380,600,1672,-15.0,4151.0,785.5233773377338,-16.0,4055.0,717.4143835616438,False,True,-0.449783732173329,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming. | Training data contains missing values. | Validation data contains missing values.
129,occupied_spaces_roll_min_1h,0.0043009431101381,gain,occupancy,float64,True,False,23244,23244,0,2403,4980,0,1569,0.0,3907.0,558.3104457064188,10.0,4272.0,634.7556224899598,False,True,0.3248108917989666,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
130,occupancy_rate_roll_median_12h,0.0042277183383703,gain,occupancy,float64,True,False,23244,23244,0,14107,4980,0,4145,0.0,1.0,0.40156854786085305,0.007886435331230283,1.0,0.4356860074865116,False,True,0.8846305202690816,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
131,month,0.0041606468148529,gain,temporal,int64,True,False,23244,23244,0,2,4980,0,2,10.0,11.0,10.500086043710205,11.0,12.0,11.535943775100401,False,True,0.02877207189789267,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,AVAILABLE_AT_PREDICTION_TIME,NOT_DETERMINED_FROM_NAME,PASS,Calendar/time feature.
132,occupancy_rate_roll_min_2h,0.0041170599870383,gain,occupancy,float64,True,False,23244,23244,0,9510,4980,0,3066,0.0,1.0,0.3875687970195391,0.007886435331230283,1.0,0.4239385326946157,False,True,0.8430867160255232,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
133,occupancy_rate_roll_mean_1h,0.0041150813922286,gain,occupancy,float64,True,False,23244,23244,0,19063,4980,0,4593,0.0,1.0,0.46328645659260054,0.007886435331230283,1.0,0.5134150359200375,False,True,0.9562449101455913,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
134,day_of_year_sin,0.0040436969138681,gain,temporal,float64,True,False,23244,23244,0,51,4980,0,12,-0.9990791668951153,-0.5933267643772321,-0.846666767201493,-0.5933267643772321,-0.4004539056512665,-0.49772784553129773,False,True,0.04287916085715645,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,REQUIRES_SOURCE_REVIEW,NOT_DETERMINED_FROM_NAME,REVIEW,
135,available_spaces_roll_mean_2h,0.0039708823896944,gain,rolling,float64,True,False,23244,23244,0,10531,4980,0,3747,-15.0,4151.0,825.0935008317558,-14.8,4055.0,769.9040261044177,False,True,-0.47017720529308216,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
136,occupied_spaces_lag_1h,0.0039671622216701,gain,occupancy,float64,True,False,23244,20513,2731,2451,4363,617,1600,0.0,3949.0,611.0897479647053,10.0,4289.0,701.9509511803805,False,True,0.2842988237629142,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming. | Training data contains missing values. | Validation data contains missing values.
137,occupied_spaces_roll_trend_1d,0.0039640078321099,gain,occupancy,float64,True,False,23244,23244,0,1716,4980,0,936,-1703.0,2805.0,22.931896403372914,-1546.0,2837.0,36.35140562248996,False,True,0.2199471261731886,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
138,occupied_spaces_roll_mean_12h,0.003927263431251,gain,occupancy,float64,True,False,23244,23244,0,15998,4980,0,4353,0.0,2971.625,485.57888575836796,10.0,3065.5625,542.0106441838046,False,True,0.3015250160498483,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
139,available_spaces_roll_mean_12h,0.0039042113348841,gain,rolling,float64,True,False,23244,23244,0,17910,4980,0,4607,23.0625,4151.0,912.3558070655866,-6.0,4055.0,880.0732915591673,False,True,-0.4045493021019288,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
140,available_spaces_roll_min_3h,0.0037365155294537,gain,rolling,float64,True,False,23244,23244,0,2941,4980,0,1587,-15.0,4151.0,757.5742127000516,-16.0,4055.0,686.4877510040161,False,True,-0.5124104468886705,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
141,occupied_spaces_roll_std_2h,0.0035874268505722,gain,occupancy,float64,True,False,23244,23244,0,19985,4980,0,4443,0.0,782.2196622432857,52.35091854914018,0.0,798.6971891774754,64.40076927331984,False,True,0.1939960379451289,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
142,minutes_since_midnight,0.0034522961359471,gain,temporal,int64,True,False,23244,23244,0,18,4980,0,18,450.0,960.0,721.169334021683,450.0,960.0,717.6626506024096,False,True,0.2507393664627164,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,REQUIRES_SOURCE_REVIEW,NOT_DETERMINED_FROM_NAME,REVIEW,
143,occupied_spaces_roll_count_1d,0.0034449908416718,gain,occupancy,int64,True,False,23244,23244,0,19,4980,0,20,1.0,19.0,18.298270521424882,1.0,20.0,17.778714859437752,False,True,0.07452525248862685,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
144,available_spaces_roll_median_1h,0.0034357744734734,gain,rolling,float64,True,False,23244,23244,0,3652,4980,0,1899,-15.0,4151.0,799.4759292720702,-15.0,4055.0,738.0503012048192,False,True,-0.49311605574168815,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
145,occupancy_rate_roll_mean_6h,0.0033981907181441,gain,occupancy,float64,True,False,23244,23244,0,21720,4980,0,4875,0.0,0.9902603856092228,0.39053768011961143,0.007886435331230283,1.0,0.42454673638966794,False,True,0.89469312675957,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
146,occupancy_rate_roll_count_1h,0.0033661529887467,gain,occupancy,int64,True,False,23244,23244,0,3,4980,0,3,1.0,3.0,2.8206418860781275,1.0,3.0,2.8110441767068273,False,True,0.2851526375218721,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
147,occupied_spaces_lag_1d,0.0033587086945772,gain,occupancy,float64,True,False,23244,21816,1428,2518,4380,600,1635,0.0,3949.0,622.4272093876054,10.0,4327.0,729.4280821917808,False,True,0.2367140135049933,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming. | Training data contains missing values. | Validation data contains missing values.
148,available_spaces_roll_mean_6h,0.0033146827481687,gain,rolling,float64,True,False,23244,23244,0,17471,4980,0,4568,-4.0,4151.0,899.7164932779415,-6.0,4055.0,864.7005712393362,False,True,-0.4096361470349427,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
149,available_spaces_roll_trend_1d,0.0033043248113244,gain,rolling,float64,True,False,23244,23244,0,1716,4980,0,936,-2805.0,1703.0,-22.931896403372914,-2837.0,1546.0,-36.35140562248996,False,True,-0.2199471261731886,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
150,is_tuesday,0.0033035932574421,gain,temporal,bool,True,False,23244,23244,0,2,4980,0,2,0.0,1.0,0.16025641025641027,0.0,1.0,0.186144578313253,False,True,0.09276172417678814,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,REQUIRES_SOURCE_REVIEW,NOT_DETERMINED_FROM_NAME,REVIEW,
151,occupied_spaces_roll_trend_12h,0.0032768552191555,gain,occupancy,float64,True,False,23244,23244,0,2021,4980,0,1278,-101.0,3425.0,351.884443297195,-200.0,3581.0,425.52590361445783,False,True,0.35690399487960434,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
152,occupancy_rate_roll_trend_12h,0.0032193050719797,gain,occupancy,float64,True,False,23244,23244,0,13487,4980,0,3918,-0.29652996845425866,0.9782244556113903,0.2722049992027549,-0.22479721900347627,0.9653465346534653,0.31724814902570125,False,True,0.840923227154981,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
153,occupied_spaces_roll_median_6h,0.0031353586819022,gain,occupancy,float64,True,False,23244,23244,0,3241,4980,0,1897,0.0,3643.0,517.293473584581,10.0,3915.0,577.9409638554217,False,True,0.30399775089833825,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
154,occupied_spaces_roll_std_3h,0.0030998568981885,gain,occupancy,float64,True,False,23244,23244,0,20376,4980,0,4480,0.0,955.4799627326958,71.04811703534011,0.0,960.7871560255546,87.41088880306621,False,True,0.25612865812737834,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
155,occupancy_rate_roll_mean_2h,0.0030777782667428,gain,occupancy,float64,True,False,23244,23244,0,19946,4980,0,4712,0.0,1.0,0.4453071255975427,0.007886435331230283,1.0,0.49159580224615196,False,True,0.9269761183123892,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
156,days_to_month_end,0.003042756114155,gain,temporal,int64,True,False,23244,23244,0,30,4980,0,12,0.0,29.0,15.258948545861298,0.0,30.0,15.037751004016064,False,True,-0.003505331913815896,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,REQUIRES_SOURCE_REVIEW,NOT_DETERMINED_FROM_NAME,REVIEW,
157,occupancy_rate_roll_min_3h,0.0029564877040684,gain,occupancy,float64,True,False,23244,23244,0,8528,4980,0,2680,0.0,1.0,0.34394074018301485,0.007886435331230283,1.0,0.3722094089160155,False,True,0.7597681447479283,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
158,available_spaces_roll_std_2h,0.0029102675616741,gain,rolling,float64,True,False,23244,23244,0,20216,4980,0,4455,0.0,782.2196622432856,52.350918549256754,0.0,798.6971891774754,64.40076927331984,False,True,0.19399603794817402,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
159,available_spaces_roll_trend_12h,0.002888640621677,gain,rolling,float64,True,False,23244,23244,0,2021,4980,0,1278,-3425.0,101.0,-351.884443297195,-3581.0,200.0,-425.52590361445783,False,True,-0.35690399487960434,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
160,occupied_spaces_roll_mean_6h,0.0028827071655541,gain,occupancy,float64,True,False,23244,23244,0,15626,4980,0,4337,0.0,3282.923076923077,498.2181995460132,10.0,3671.230769230769,557.3833645036356,False,True,0.2963789247999037,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
161,occupied_spaces_roll_mean_2h,0.002831459743902,gain,occupancy,float64,True,False,23244,23244,0,8863,4980,0,3666,0.0,3901.0,572.8411919921987,10.0,4262.2,652.1799096385542,False,True,0.3156764942326351,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
162,occupied_spaces_roll_mean_1h,0.0028259449172765,gain,occupancy,float64,True,False,23244,23244,0,5777,4980,0,2992,0.0,3929.6666666666665,596.9311291802903,10.0,4296.0,682.3919344042838,False,True,0.3231975688922293,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
163,occupied_spaces_roll_max_12h,0.002783763455227,gain,occupancy,float64,True,False,23244,23244,0,2233,4980,0,1429,0.0,3949.0,640.7053863362588,10.0,4327.0,735.9008032128514,False,True,0.3148274060465171,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
164,available_spaces_lag_3h,0.0026843445375561,gain,lag,float64,True,False,23244,15003,8241,2894,3180,1800,1520,-15.0,4151.0,842.2662134239819,-16.0,4055.0,796.0896226415094,False,True,-0.37776450209771567,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming. | Training data contains missing values. | Validation data contains missing values.
165,calendar_day_of_year,0.0026616635732352,gain,temporal,int64,True,False,23244,23244,0,51,4980,0,12,278.0,330.0,304.74363276544483,330.0,343.0,336.5765060240964,False,True,0.030086430000634944,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,REQUIRES_SOURCE_REVIEW,NOT_DETERMINED_FROM_NAME,REVIEW,
166,occupancy_state_valid,0.0025835065171122,gain,occupancy,bool,True,False,23244,23244,0,2,4980,0,2,0.0,1.0,0.9948373773877129,0.0,1.0,0.9771084337349397,False,True,-0.13513152804730963,REQUIRES_SOURCE_REVIEW,REQUIRES_SOURCE_REVIEW,NOT_DETERMINED_FROM_NAME,REVIEW,Feature is derived from occupancy/demand/availability information and requires source-level review. | Current operational feature requires verification against inference-time availability.
167,is_weekend,0.0025241044349968,gain,temporal,bool,True,False,23244,23244,0,2,4980,0,2,0.0,1.0,0.26475649630012044,0.0,1.0,0.18112449799196786,False,True,-0.2788012125906648,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,AVAILABLE_AT_PREDICTION_TIME,NOT_DETERMINED_FROM_NAME,PASS,Calendar/time feature.
168,occupied_spaces_roll_std_12h,0.0025209942832589,gain,occupancy,float64,True,False,23244,23244,0,20456,4980,0,4494,0.0,1264.516216670321,129.49960031207104,0.0,1270.57189233579,158.78459838905758,False,True,0.33728270292445234,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
169,day_of_year,0.0024901011493057,gain,temporal,int64,True,False,23244,23244,0,51,4980,0,12,278.0,330.0,304.74363276544483,330.0,343.0,336.5765060240964,False,True,0.030086430000634944,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,AVAILABLE_AT_PREDICTION_TIME,NOT_DETERMINED_FROM_NAME,PASS,Calendar/time feature.
170,is_moderate_demand,0.0024330599699169,gain,demand,bool,True,False,23244,23244,0,2,4980,0,2,0.0,1.0,0.28962312854930305,0.0,1.0,0.2612449799196787,False,True,-0.24357253800993556,REQUIRES_SOURCE_REVIEW,REQUIRES_SOURCE_REVIEW,NOT_DETERMINED_FROM_NAME,REVIEW,Feature is derived from occupancy/demand/availability information and requires source-level review. | Current operational feature requires verification against inference-time availability.
171,is_sunday,0.002409761538729,gain,temporal,bool,True,False,23244,23244,0,2,4980,0,2,0.0,1.0,0.13212011701944587,0.0,1.0,0.086144578313253,False,True,-0.24645825880324632,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,REQUIRES_SOURCE_REVIEW,NOT_DETERMINED_FROM_NAME,REVIEW,
172,available_spaces_roll_std_6h,0.0023565252777189,gain,rolling,float64,True,False,23244,23244,0,20510,4980,0,4497,0.0,1221.8964695294446,116.72375217818887,0.0,1219.7602005089207,143.91964076228263,False,True,0.34028730321373796,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
173,occupancy_rate_roll_max_12h,0.0022538038901984,gain,occupancy,float64,True,False,23244,23244,0,9266,4980,0,2886,0.0,1.0,0.4976647531062903,0.007886435331230283,1.0,0.5529870182217725,False,True,0.9634745635543308,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
174,day_of_year_cos,0.0021701552905142,gain,temporal,float64,True,False,23244,23244,0,51,4980,0,12,0.04290475819955435,0.8049617075821958,0.465074679237898,0.8049617075821958,0.9163169044870048,0.8646881879235009,False,True,0.025842124701125433,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,REQUIRES_SOURCE_REVIEW,NOT_DETERMINED_FROM_NAME,REVIEW,
175,occupied_spaces_roll_median_2h,0.0021133960690349,gain,occupancy,float64,True,False,23244,23244,0,2980,4980,0,1756,0.0,3907.0,577.1748193082086,10.0,4272.0,656.9732931726908,False,True,0.3179350153592395,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
176,is_high_demand,0.0021115776617079,gain,demand,bool,True,False,23244,23244,0,2,4980,0,2,0.0,1.0,0.24987093443469283,0.0,1.0,0.2315261044176707,False,True,0.3088847578713745,REQUIRES_SOURCE_REVIEW,REQUIRES_SOURCE_REVIEW,NOT_DETERMINED_FROM_NAME,REVIEW,Feature is derived from occupancy/demand/availability information and requires source-level review. | Current operational feature requires verification against inference-time availability.
177,available_spaces_roll_mean_3h,0.0020593153312802,gain,rolling,float64,True,False,23244,23244,0,13140,4980,0,4123,-15.0,4151.0,848.0511219485212,-14.857142857142858,4055.0,799.1879393765538,False,True,-0.44933327161212544,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
178,available_spaces_roll_std_3h,0.0017001085216179,gain,rolling,float64,True,False,23244,23244,0,20454,4980,0,4485,0.0,955.479962732696,71.04811703534011,0.0,960.7871560255546,87.41088880306614,False,True,0.25612865812737823,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
179,is_thursday,0.0015659673372283,gain,temporal,bool,True,False,23244,23244,0,2,4980,0,2,0.0,1.0,0.14033729134400275,0.0,1.0,0.16927710843373495,False,True,0.09371175032362375,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,REQUIRES_SOURCE_REVIEW,NOT_DETERMINED_FROM_NAME,REVIEW,
180,available_spaces_roll_std_12h,0.0014688137453049,gain,rolling,float64,True,False,23244,23244,0,20517,4980,0,4500,0.0,1264.5162166703212,129.499600312071,0.0,1270.57189233579,158.78459838905758,False,True,0.33728270292445234,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
181,occupancy_level,0.0006854338571429,gain,occupancy,str,False,True,23244,23244,0,5,4980,0,4,,,,,,,False,True,,REQUIRES_SOURCE_REVIEW,REQUIRES_SOURCE_REVIEW,NOT_DETERMINED_FROM_NAME,REVIEW,Feature is derived from occupancy/demand/availability information and requires source-level review. | Current operational feature requires verification against inference-time availability.
182,week_of_year,0.0005954249063506,gain,temporal,int64,True,False,23244,23244,0,8,4980,0,3,40.0,47.0,43.5502925486147,47.0,49.0,48.1578313253012,False,True,0.05841153321604102,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,REQUIRES_SOURCE_REVIEW,NOT_DETERMINED_FROM_NAME,REVIEW,
